,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight
3877,67,M,1.0,83,105095,0,0,Rent,85014,2/25/2015,Wednesday,Parking Lot,0,1.0,95,Broker,1,3865.52,1,Large,15000.0,other,27015.28807
497,42,M,0.0,49,35564,1,0,Own,15014,7/3/2015,Friday,Highway,0,0.0,45,Broker,1,0.0,7,Medium,18445.71825340704,gray,35917.11092
17672,36,M,1.0,93,51708,1,1,Own,80015,5/18/2016,Wednesday,Local,3,0.0,82,Broker,1,1600.5,9,Large,50945.80203508588,blue,13089.7765
10358,30,F,0.0,85,77876,1,0,Rent,20160,7/4/2015,Saturday,Highway,0,0.0,51,Phone,0,46.25,1,Compact,15000.0,black,7216.575617
17301,49,M,0.0,66,46014,1,1,Own,80031,11/6/2015,Friday,Local,3,1.0,27,Phone,1,0.0,2,Large,56947.93031818925,other,26336.79872
15597,42,M,1.0,62,48074,1,0,Rent,50023,4/27/2016,Wednesday,Parking Lot,14,0.0,0,Online,0,0.0,1,Compact,40825.70010182443,black,35612.360239999995
15284,56,F,0.0,63,90348,0,1,Own,15030,8/4/2016,Thursday,Parking Lot,0,0.0,22,Broker,0,0.0,1,Medium,18208.376249442423,other,37340.16544
9881,45,M,0.0,72,48660,0,1,Rent,20109,6/29/2015,Monday,Local,15,0.0,93,Broker,1,371.09,1,Compact,59057.537056395005,black,60721.345960000006
9671,68,M,1.0,87,31816,1,1,Own,50047,2/25/2015,Wednesday,Highway,6,0.0,18,Broker,1,3003.41,5,Large,15000.0,white,24378.90318
9805,64,M,1.0,48,65117,0,0,Own,85066,3/10/2015,Tuesday,Local,0,0.0,1,Phone,0,6632.33,5,Large,15000.0,black,6442.399737
13414,41,M,1.0,68,38633,1,1,Own,50051,8/23/2015,Sunday,Local,0,1.0,50,Broker,1,0.0,1,Medium,91259.36316921792,gray,27804.13577
17108,60,M,1.0,91,75576,1,1,Own,85028,7/24/2016,Sunday,Parking Lot,0,0.0,0,Broker,0,1968.74,7,Compact,40976.9056234857,blue,33722.15727
6481,31,F,1.0,66,38941,1,1,Own,85022,6/2/2016,Thursday,Local,0,1.0,1,Broker,0,0.0,5,Compact,79410.63485779421,red,26396.75972
9196,65,M,1.0,78,40169,1,1,Rent,15001,8/28/2016,Sunday,Parking Lot,0,0.0,100,Broker,1,3016.36,1,Compact,15000.0,gray,50643.52401
5242,86,M,0.0,74,124641,0,0,Rent,80019,3/18/2016,Friday,Highway,9,0.0,98,Broker,0,0.0,4,Compact,15000.0,red,19878.5624
10968,56,F,1.0,66,80723,1,0,Rent,15032,1/8/2016,Friday,Parking Lot,10,0.0,4,Phone,1,0.0,4,Medium,15000.0,white,19558.78065
12643,27,F,1.0,84,75110,1,1,Rent,15025,5/31/2015,Sunday,Local,0,0.0,62,Online,1,0.0,1,Compact,15000.0,blue,27684.52222
2391,30,M,0.0,69,50162,0,1,Own,85075,8/10/2015,Monday,Highway,5,0.0,50,Broker,1,5681.96,17,Compact,90046.40783766909,gray,58543.82877000001
7692,51,F,0.0,71,97718,0,0,Rent,50051,1/22/2015,Thursday,Local,2,0.0,50,Broker,0,4492.7,1,Compact,44799.13410096809,white,24474.33225
6703,54,M,1.0,44,111304,1,1,Own,15022,9/14/2015,Monday,Local,6,0.0,50,Phone,0,0.0,6,Medium,15000.0,white,12927.69714
9062,65,M,1.0,70,61014,0,1,Own,15053,5/9/2015,Saturday,Local,16,0.0,98,Broker,0,0.0,1,Large,45328.89178904162,white,24132.59101
7143,40,F,1.0,77,30849,1,1,Own,85043,1/14/2016,Thursday,Parking Lot,0,0.0,8,Broker,1,0.0,1,Large,58271.27144999262,black,16185.32937
1870,43,M,0.0,73,115809,1,1,Own,85073,4/25/2016,Monday,Parking Lot,7,0.0,5,Phone,1,0.0,4,Medium,28487.737012926875,black,40880.06593
4487,36,M,0.0,45,54253,1,1,Rent,20163,3/18/2015,Wednesday,Local,0,1.0,59,Broker,1,0.0,3,Medium,31613.95683170173,silver,10525.91895
1403,92,M,0.0,72,46240,1,1,Own,20110,9/1/2015,Tuesday,Parking Lot,0,0.0,14,Online,1,0.0,4,Large,15000.0,other,20569.22328
4191,42,M,1.0,71,97400,1,0,Own,80028,6/28/2015,Sunday,Parking Lot,11,0.0,1,Broker,1,1619.92,1,Medium,60417.86830436835,gray,50885.08894
11696,52,M,0.0,74,96698,1,1,Own,85077,8/7/2015,Friday,Local,0,0.0,80,Broker,0,2021.27,3,Compact,15000.0,silver,12548.77156
7707,36,F,1.0,90,108923,1,1,Rent,85083,2/14/2016,Sunday,Local,0,0.0,78,Phone,0,0.0,1,Medium,15000.0,red,20677.45429
15145,48,F,0.0,63,88490,1,1,Own,50037,4/7/2015,Tuesday,Parking Lot,0,0.0,99,Broker,0,9714.59,8,Medium,15000.0,red,3384.599418
10147,42,F,1.0,55,103793,1,1,Rent,80015,6/22/2016,Wednesday,Local,6,1.0,88,Broker,1,1929.2,14,Medium,15000.0,gray,10936.98245
4002,36,F,0.0,49,54278,1,0,Own,20109,9/18/2016,Sunday,Highway,3,0.0,99,Broker,0,2617.9,1,Medium,15000.0,gray,48107.697960000005
6769,59,F,1.0,69,64097,1,1,Own,20163,12/16/2016,Friday,Local,32,0.0,50,Phone,1,0.0,1,Medium,38204.440452693896,black,26506.59201
15194,23,M,0.0,72,46532,1,1,Own,50049,7/4/2016,Monday,Local,0,0.0,70,Online,0,2013.36,1,Compact,53973.847042943,other,25246.85715
5925,28,M,1.0,91,64087,0,1,Rent,80020,10/8/2016,Saturday,Local,0,0.0,43,Phone,0,1566.6,1,Large,15000.0,other,19675.02677
4277,33,M,1.0,71,98709,1,0,Rent,20101,7/16/2016,Saturday,Local,0,1.0,51,Broker,0,106.21,10,Medium,64434.34789547411,other,13042.83022
16984,31,F,0.0,78,87992,1,1,Rent,50056,8/13/2015,Thursday,Local,4,1.0,6,Broker,1,48.26,1,Compact,15000.0,other,12893.40614
143,41,F,0.0,83,30434,1,0,Own,15022,4/16/2016,Saturday,Highway,18,0.0,96,Phone,1,2310.53,1,Compact,40315.8084808396,gray,10111.22646
4456,34,M,1.0,78,70030,1,0,Rent,80040,8/19/2015,Wednesday,Local,0,0.0,6,Online,1,0.0,1,Large,23313.02441742656,other,24038.00528
6783,41,M,0.0,85,41000,1,0,Own,20109,1/12/2016,Tuesday,Local,13,0.0,40,Phone,0,3985.6,6,Large,52340.7105476392,blue,14365.61627
636,52,F,1.0,64,36886,0,1,Own,50047,8/28/2015,Friday,Parking Lot,3,1.0,96,Broker,0,0.0,2,Compact,17434.673471702394,gray,19000.26446
8164,34,F,1.0,54,96429,1,1,Rent,20105,4/25/2016,Monday,Highway,0,0.0,50,Broker,1,594.87,1,Medium,27941.403588644574,black,25346.97784
5176,38,F,1.0,93,95919,0,0,Own,85053,1/1/2015,Thursday,Local,0,0.0,62,Broker,1,5845.69,1,Compact,15000.0,blue,10283.11697
2645,22,M,0.0,88,82585,1,0,Rent,20148,2/3/2015,Tuesday,Parking Lot,0,0.0,96,Online,0,0.0,1,Compact,15000.0,blue,24595.34716
6920,44,M,1.0,81,86296,1,0,Rent,85008,9/22/2016,Thursday,Local,17,0.0,35,Phone,0,0.0,1,Large,24703.60433696317,other,16397.691609999998
9575,40,M,1.0,81,63502,1,1,Own,80027,12/17/2015,Thursday,Parking Lot,0,0.0,3,Broker,0,7478.78,1,Compact,93620.01525721874,red,15510.87739
6722,43,M,1.0,93,118169,1,1,Rent,20130,6/4/2016,Saturday,Local,0,0.0,2,Phone,1,4782.64,1,Compact,60478.52772962606,black,41820.51655
6191,92,M,1.0,52,114228,1,0,Own,85015,11/16/2016,Wednesday,Highway,0,0.0,43,Broker,1,0.0,2,Medium,83630.88473334775,gray,11829.20183
14916,41,M,0.0,70,110280,1,0,Own,50009,6/28/2015,Sunday,Local,0,1.0,26,Broker,1,0.0,1,Large,15000.0,white,14748.70012
7178,56,F,1.0,84,54161,1,0,Rent,20144,3/18/2015,Wednesday,Local,0,0.0,33,Broker,0,4409.96,1,Compact,25250.784072064955,black,31252.59572
14852,45,M,1.0,68,97593,0,0,Own,85067,12/11/2015,Friday,Local,0,0.0,29,Broker,0,0.0,1,Compact,15000.0,blue,20647.24601
11603,39,M,1.0,87,53790,0,1,Rent,85023,2/2/2015,Monday,Local,4,1.0,1,Broker,1,3056.23,1,Large,60797.3707705827,black,21975.35451
13341,27,F,1.0,54,60028,0,1,Rent,80014,1/30/2016,Saturday,Parking Lot,2,0.0,38,Online,1,1245.98,10,Large,15000.0,other,19781.52859
7584,55,M,0.0,79,96801,0,1,Own,85036,8/9/2016,Tuesday,Highway,0,0.0,91,Broker,1,4551.69,1,Medium,24939.8028135391,blue,14185.84222
698,33,M,1.0,93,54283,1,1,Own,15010,2/7/2015,Saturday,Local,0,0.0,40,Broker,1,0.0,9,Medium,29607.30151686498,black,15764.60469
13438,38,M,1.0,54,31289,0,1,Own,85078,8/20/2015,Thursday,Parking Lot,0,0.0,23,Phone,1,0.0,1,Compact,15000.0,other,33876.523760000004
12621,58,F,1.0,73,109272,1,0,Own,50025,2/1/2015,Sunday,Local,9,0.0,75,Broker,1,3410.05,3,Compact,87003.35057636043,gray,43933.21096
14868,22,F,1.0,90,108628,1,0,Rent,15009,4/2/2016,Saturday,Highway,12,1.0,41,Online,1,0.0,1,Large,90198.11777736264,silver,21557.61822
13782,37,M,0.0,60,50352,1,0,Own,50009,10/3/2015,Saturday,Parking Lot,9,0.0,44,Broker,1,0.0,6,Compact,127954.3603416592,red,17951.27521
6540,47,M,1.0,46,108671,1,1,Own,20106,5/16/2016,Monday,Parking Lot,9,0.0,32,Broker,1,0.0,1,Large,39785.54704511573,blue,18586.58678
17229,31,M,1.0,90,81864,1,0,Rent,15057,8/17/2016,Wednesday,Local,6,1.0,4,Broker,0,7432.71,1,Large,32183.11900308284,gray,15746.51431
4557,38,F,1.0,90,41326,1,1,Own,50055,4/19/2015,Sunday,Parking Lot,0,0.0,0,Broker,0,6700.14,1,Medium,60027.479368078464,white,19420.93773
776,43,M,0.0,57,63735,1,0,Rent,85019,8/9/2016,Tuesday,Highway,1,0.0,58,Broker,1,12530.59,7,Large,44996.2470312177,black,34746.13329
13467,26,F,0.0,87,83896,0,1,Rent,20121,1/1/2015,Thursday,Highway,0,1.0,0,Online,1,0.0,1,Medium,72144.50603452529,white,22307.21859
13402,31,F,1.0,51,56912,0,0,Rent,85017,8/18/2015,Tuesday,Local,5,0.0,10,Broker,0,0.0,3,Medium,15000.0,black,34048.50787
11625,33,F,1.0,86,32264,0,1,Rent,85015,1/21/2015,Wednesday,Parking Lot,12,0.0,88,Phone,1,0.0,1,Large,30644.145462423385,other,19799.51616
5836,40,M,1.0,87,64638,1,1,Own,85053,11/14/2015,Saturday,Local,16,0.0,3,Broker,1,4208.79,1,Medium,15328.10842805996,other,15160.691669999998
4108,56,F,1.0,97,36732,1,1,Own,80002,3/25/2016,Friday,Local,0,1.0,79,Broker,0,3689.86,1,Compact,15000.0,white,15807.823019999998
13228,22,F,0.0,73,62501,0,0,Rent,50026,2/19/2016,Friday,Parking Lot,1,0.0,65,Phone,1,0.0,1,Large,40694.64730021795,other,12631.40976
4629,53,M,0.0,96,58150,1,1,Own,20148,9/18/2015,Friday,Local,0,0.0,23,Phone,0,1522.46,1,Large,15000.0,silver,47886.40345
5001,61,M,1.0,89,40091,1,1,Own,50025,1/2/2016,Saturday,Local,8,0.0,82,Broker,1,6280.31,12,Large,26095.117870239683,gray,13477.08366
17037,64,F,0.0,67,85150,1,1,Rent,20156,10/4/2016,Tuesday,Local,0,1.0,88,Phone,1,3589.84,9,Medium,31253.840617972528,red,43362.47513
9475,40,M,1.0,53,84334,1,0,Rent,15053,11/30/2015,Monday,Highway,0,1.0,11,Broker,1,0.0,4,Large,35462.379628022354,white,34261.99511
8877,53,F,1.0,82,115542,1,1,Rent,20115,4/26/2016,Tuesday,Parking Lot,0,0.0,51,Broker,0,0.0,12,Medium,15000.0,gray,11606.84728
15037,33,M,1.0,67,98131,1,0,Own,50014,11/4/2016,Friday,Local,0,1.0,12,Broker,0,5054.58,18,Medium,22131.063624987342,black,19058.1903
4950,44,M,1.0,92,72329,1,1,Own,20117,3/10/2016,Thursday,Local,0,0.0,0,Broker,0,0.0,10,Compact,17049.377894008863,other,22812.88574
7081,68,F,1.0,94,123735,0,0,Rent,20109,12/3/2015,Thursday,Local,10,0.0,100,Broker,1,1669.14,1,Large,15000.0,other,21839.5137
3843,59,M,1.0,68,61663,1,1,Rent,85018,1/25/2016,Monday,Local,9,1.0,73,Phone,0,0.0,1,Compact,43410.20321790749,gray,6620.967122
275,46,F,1.0,69,122491,1,0,Rent,50039,7/3/2015,Friday,Highway,5,0.0,79,Broker,1,0.0,5,Medium,15000.0,red,18461.51642
8252,44,M,1.0,85,100729,1,0,Own,15019,2/23/2016,Tuesday,Local,0,0.0,69,Online,0,0.0,5,Large,15000.0,gray,19755.32487
15347,37,F,1.0,62,39557,1,1,Rent,85034,9/12/2016,Monday,Local,0,1.0,100,Broker,0,0.0,1,Compact,15000.0,silver,21738.89779
6058,33,F,1.0,67,71062,1,1,Own,85037,3/27/2016,Sunday,Local,0,0.0,50,Phone,1,7455.74,4,Large,15000.0,black,24978.47619
6898,49,M,1.0,74,95632,1,0,Own,20165,5/24/2015,Sunday,Highway,4,0.0,81,Phone,1,4789.35,1,Large,15000.0,white,25760.70214
7478,40,F,1.0,74,84701,1,1,Own,50059,3/22/2016,Tuesday,Local,1,0.0,95,Phone,1,2532.0,1,Large,15000.0,red,37255.90788
1828,34,M,1.0,63,60920,1,1,Own,80106,4/18/2015,Saturday,Local,0,0.0,72,Phone,0,5505.82,1,Compact,15000.0,red,15100.9533
1238,34,F,1.0,89,61086,1,0,Own,85067,10/17/2015,Saturday,Local,0,0.0,3,Phone,0,0.0,1,Compact,36657.60631849723,black,13459.79264
16952,45,M,1.0,77,86101,1,1,Own,85026,11/28/2016,Monday,Parking Lot,0,0.0,3,Online,1,0.0,1,Medium,15000.0,blue,9327.890326
15007,28,M,1.0,90,79644,0,1,Rent,50011,12/12/2016,Monday,Local,0,0.0,58,Online,0,0.0,1,Large,85676.89622264393,blue,19563.31426
6537,35,F,0.0,84,83655,0,0,Rent,85062,5/30/2016,Monday,Parking Lot,7,0.0,69,Broker,0,0.0,6,Medium,33925.05968184853,red,25957.55601
9090,52,M,1.0,64,47783,0,1,Rent,50044,3/12/2016,Saturday,Parking Lot,0,0.0,13,Broker,1,0.0,1,Large,36190.74570249698,silver,15581.348
105,51,F,1.0,72,93542,1,1,Rent,15006,1/27/2015,Tuesday,Highway,15,0.0,70,Broker,1,2533.94,16,Medium,15000.0,black,22098.63506
4808,40,F,1.0,78,72139,1,0,Own,20135,6/18/2015,Thursday,Local,0,1.0,50,Broker,0,7143.34,1,Compact,44003.636069410175,other,25244.15502
5358,39,F,1.0,79,78151,0,1,Rent,15004,2/19/2015,Thursday,Parking Lot,6,0.0,16,Broker,0,9927.34,1,Large,42051.7733585973,red,22906.51958
9910,33,M,1.0,82,119521,1,1,Rent,15001,12/14/2015,Monday,Parking Lot,0,0.0,8,Online,1,75.7,1,Compact,40232.62682041509,other,6796.423423
13960,42,F,1.0,66,44181,1,0,Own,15009,1/23/2015,Friday,Local,2,0.0,50,Broker,1,5372.45,1,Compact,15000.0,silver,7028.814629
8677,45,F,0.0,65,105100,1,1,Rent,50047,4/14/2015,Tuesday,Local,0,1.0,50,Broker,1,6749.45,1,Compact,34314.81775398658,red,30405.87246
2767,34,F,1.0,91,60904,1,0,Rent,80033,10/6/2016,Thursday,Parking Lot,11,0.0,12,Phone,0,698.51,2,Medium,52895.54881642525,black,5856.054139
3327,33,F,1.0,29,53706,1,0,Own,80110,4/12/2016,Tuesday,Local,0,0.0,0,Broker,1,3843.1,1,Large,15000.0,other,19345.0731
15440,32,M,0.0,80,40426,1,1,Rent,15026,5/27/2015,Wednesday,Local,0,1.0,11,Phone,0,0.0,1,Medium,75776.54328177561,black,23500.5896
97,43,F,1.0,78,92100,1,1,Rent,80033,8/31/2015,Monday,Parking Lot,11,0.0,25,Broker,0,0.0,1,Medium,15000.0,gray,6988.638747
5951,35,M,1.0,60,48547,1,1,Own,15027,12/2/2016,Friday,Local,15,1.0,86,Broker,1,0.0,1,Large,31793.52836111684,silver,11383.49127
15893,66,M,0.0,83,42458,1,0,Rent,80103,12/26/2016,Monday,Parking Lot,0,0.0,9,Broker,1,7131.88,1,Large,15000.0,gray,43330.80723
11690,32,M,0.0,83,115983,1,0,Own,20134,7/31/2015,Friday,Local,15,1.0,17,Phone,0,1474.86,1,Compact,15000.0,gray,34228.29612
6802,53,F,1.0,93,94694,1,1,Own,80006,10/12/2016,Wednesday,Highway,1,1.0,100,Broker,0,5976.62,5,Large,15000.0,red,46657.6541
2340,45,M,1.0,75,83392,1,0,Own,20104,2/18/2016,Thursday,Local,0,0.0,63,Broker,0,3519.06,1,Large,65742.78817321615,other,24057.34357
16536,36,F,0.0,79,96995,1,1,Own,80106,1/18/2016,Monday,Highway,8,0.0,97,Broker,0,632.13,3,Compact,36911.55823122464,silver,16649.97821
967,47,F,1.0,86,115959,0,0,Own,20134,6/9/2016,Thursday,Local,0,0.0,27,Broker,1,3508.11,10,Compact,27523.342216998903,silver,6100.0594
13707,52,M,1.0,50,118113,1,0,Rent,80031,5/22/2015,Friday,Parking Lot,0,,8,Phone,0,0.0,2,Medium,15000.0,blue,26202.70858
494,33,F,1.0,78,79072,1,0,Own,20142,8/22/2016,Monday,Local,3,1.0,99,Broker,1,0.0,1,Medium,15000.0,white,20375.70185
1401,68,M,1.0,89,94006,1,0,Rent,20148,4/2/2015,Thursday,Local,5,0.0,52,Broker,0,1075.71,3,Large,15000.0,silver,16964.88005
9140,36,M,1.0,95,59444,0,1,Rent,20105,10/19/2016,Wednesday,Parking Lot,0,0.0,3,Broker,1,5544.85,1,Medium,15000.0,white,18099.23005
5130,32,F,1.0,87,40156,1,1,Own,15001,1/24/2016,Sunday,Parking Lot,0,0.0,97,Broker,1,1818.54,8,Compact,15000.0,other,34344.41911
8533,46,F,1.0,76,103831,1,1,Rent,0,12/19/2016,Monday,Highway,0,0.0,50,Phone,1,0.0,1,Large,28523.42650819032,blue,25055.29082
17210,37,F,1.0,69,112994,1,1,Rent,85044,8/4/2016,Thursday,Local,0,0.0,99,Broker,1,664.42,11,Large,15000.0,red,36176.387160000006
3442,24,F,1.0,89,112162,1,1,Rent,80022,10/7/2016,Friday,Parking Lot,2,0.0,50,Online,1,0.0,1,Medium,58424.06830206713,other,18579.43703
5407,55,M,0.0,64,59922,0,0,Rent,15021,9/30/2016,Friday,Parking Lot,0,1.0,29,Broker,0,0.0,1,Medium,15000.0,white,38197.3266
6637,28,F,1.0,79,41775,0,1,Own,15052,3/18/2016,Friday,Local,0,1.0,0,Online,0,1021.32,1,Compact,38198.05141537171,silver,38453.49683
3684,79,M,0.0,78,30714,1,0,Own,85066,11/14/2015,Saturday,Highway,0,1.0,57,Broker,1,0.0,7,Compact,15000.0,silver,3664.83317
16130,50,M,1.0,88,60937,1,1,Own,20117,9/13/2015,Sunday,Local,7,0.0,4,Broker,0,0.0,1,Large,15000.0,blue,39687.33038
15270,36,F,0.0,99,121082,1,0,Own,80028,11/11/2016,Friday,Local,1,0.0,7,Broker,0,783.55,1,Compact,15000.0,black,18913.50443
16120,49,M,0.0,83,111877,0,0,Own,80011,4/16/2015,Thursday,Parking Lot,5,0.0,4,Broker,0,0.0,1,Medium,63420.98913223716,blue,19624.3706
6367,57,M,1.0,84,72029,1,1,Rent,50028,12/27/2015,Sunday,Parking Lot,6,0.0,8,Phone,0,3763.93,1,Medium,15000.0,silver,47531.82647
14098,31,F,0.0,82,42422,0,1,Rent,50058,5/6/2015,Wednesday,Highway,0,1.0,67,Broker,0,0.0,4,Compact,25763.73607604502,red,5874.820538
2384,63,M,1.0,71,60945,0,1,Rent,15024,11/22/2016,Tuesday,Local,5,0.0,11,Broker,1,0.0,10,Compact,15000.0,gray,6923.250212000001
12667,45,M,1.0,97,112203,1,0,Own,50039,11/8/2015,Sunday,Local,0,0.0,70,Broker,1,0.0,4,Large,29501.420525448502,other,20648.786180000003
4995,53,F,1.0,52,49999,0,1,Rent,15046,5/2/2016,Monday,Parking Lot,8,1.0,50,Broker,1,0.0,8,Compact,15000.0,blue,5956.26609
15929,48,F,0.0,60,79774,1,1,Own,15055,11/10/2015,Tuesday,Local,0,1.0,16,Broker,1,0.0,15,Medium,15000.0,white,9528.013434
2762,25,M,1.0,79,103752,1,1,Rent,80023,4/8/2015,Wednesday,Highway,1,0.0,100,Online,1,0.0,7,Compact,15000.0,blue,35464.03473
16836,43,F,0.0,85,124561,0,1,Rent,20151,11/29/2015,Sunday,Local,0,1.0,4,Phone,1,5689.33,1,Compact,21525.16966450497,black,27230.305010000004
13443,37,F,1.0,89,87578,1,0,Own,50011,10/1/2015,Thursday,Highway,0,0.0,1,Broker,1,3882.35,1,Large,15000.0,gray,21861.22668
11469,38,F,1.0,87,45838,0,1,Own,20158,3/29/2015,Sunday,Parking Lot,15,0.0,0,Broker,1,943.52,19,Compact,15000.0,red,8720.803729000001
17695,51,M,1.0,63,83968,0,0,Rent,15042,11/9/2015,Monday,Local,7,1.0,25,Broker,0,529.78,1,Medium,15000.0,blue,18060.05115
8662,51,M,0.0,92,89226,1,1,Rent,50040,12/13/2015,Sunday,Local,0,0.0,50,Broker,0,0.0,2,Large,15000.0,blue,57547.64607
3611,53,M,1.0,82,36263,0,1,Own,20151,3/20/2015,Friday,Highway,0,0.0,13,Phone,1,155.64,1,Medium,35486.96171510122,red,12875.14439
17263,63,F,1.0,81,57228,1,0,Rent,50046,8/1/2015,Saturday,Local,0,0.0,3,Broker,0,1797.51,3,Compact,70259.94664803977,other,21254.51634
10477,37,M,1.0,69,115633,1,0,Rent,80108,5/27/2016,Friday,Local,0,1.0,61,Broker,0,1035.77,8,Compact,40955.29579274611,black,31340.08525
9157,54,M,0.0,60,46301,1,1,Own,50051,6/7/2016,Tuesday,Local,0,0.0,0,Broker,0,2544.16,1,Compact,15000.0,blue,47123.74919
2202,33,M,0.0,79,53813,0,1,Rent,80016,8/6/2016,Saturday,Highway,5,1.0,76,Broker,1,4283.45,1,Large,15000.0,white,22241.40617
11096,30,F,1.0,51,108437,1,1,Own,20106,8/20/2016,Saturday,Local,7,1.0,36,Phone,1,2918.62,2,Compact,15000.0,gray,28615.22407
2756,39,F,0.0,81,66254,1,0,Own,20112,3/17/2015,Tuesday,Local,16,0.0,100,Broker,0,0.0,1,Medium,33957.90676658989,white,20622.56105
1126,34,M,1.0,100,54759,0,0,Rent,85023,11/30/2016,Wednesday,Local,4,0.0,0,Phone,0,7726.06,1,Large,15000.0,gray,3920.284028
1459,26,M,0.0,75,85991,1,1,Rent,15047,3/9/2015,Monday,Parking Lot,11,0.0,98,Online,1,2805.87,1,Large,15000.0,red,13101.95845
15258,43,F,1.0,82,34320,0,1,Own,85044,4/23/2016,Saturday,Parking Lot,0,0.0,97,Phone,1,0.0,1,Compact,34555.86214497843,black,14960.64401
11309,44,F,1.0,75,100763,0,1,Own,80011,9/12/2015,Saturday,Parking Lot,0,0.0,90,Broker,0,1169.86,1,Compact,83585.64036223329,red,13476.55216
3096,54,M,0.0,81,112655,1,0,Own,80001,9/8/2015,Tuesday,Local,0,0.0,41,Broker,1,0.0,4,Compact,15000.0,black,13277.08143
14762,32,M,0.0,58,38628,0,0,Rent,50041,11/3/2015,Tuesday,Local,0,0.0,10,Phone,0,3949.19,1,Large,15000.0,red,21663.54346
10981,48,F,1.0,88,46022,0,1,Rent,85070,1/14/2016,Thursday,Local,0,0.0,74,Phone,1,6115.6,4,Large,15000.0,gray,5829.468035
6091,56,M,1.0,32,67377,0,0,Own,80016,10/18/2016,Tuesday,Parking Lot,0,0.0,50,Broker,1,0.0,1,Compact,15000.0,gray,9743.642608
7860,52,M,1.0,83,91680,0,1,Own,15001,11/26/2015,Thursday,Parking Lot,10,0.0,2,Broker,1,9865.8,1,Compact,15000.0,silver,28588.98366
16385,54,F,1.0,75,100928,1,0,Own,50042,12/6/2016,Tuesday,Local,9,0.0,5,Broker,1,0.0,1,Large,15000.0,black,14786.70447
6653,40,M,1.0,71,107663,1,0,Own,85051,8/27/2016,Saturday,Highway,4,1.0,91,Broker,0,4403.62,1,Medium,15000.0,silver,32789.46982
14905,43,M,1.0,85,81593,1,0,Own,20106,12/3/2016,Saturday,Local,7,1.0,84,Broker,1,0.0,1,Medium,15000.0,blue,17222.63541
634,40,M,0.0,69,113937,0,0,Own,85023,10/1/2015,Thursday,Parking Lot,11,0.0,73,Broker,1,0.0,1,Medium,15179.371166085515,red,40497.26609
14153,51,M,1.0,53,99069,1,1,Own,15012,11/25/2015,Wednesday,Local,4,0.0,40,Broker,0,0.0,1,Medium,15000.0,red,22314.29404
12140,24,F,1.0,82,64937,1,0,Rent,50047,12/23/2015,Wednesday,Local,0,0.0,86,Online,1,0.0,10,Compact,16981.566170647166,red,47884.34391
12251,42,M,1.0,67,79206,1,0,Own,80020,4/25/2016,Monday,Local,0,1.0,95,Broker,0,0.0,1,Compact,25500.071986637668,white,11002.3853
15976,75,M,1.0,84,41545,0,1,Own,85063,5/1/2016,Sunday,Parking Lot,0,0.0,90,Broker,1,8719.17,1,Large,15000.0,other,12352.84047
3281,42,F,1.0,66,124228,1,1,Own,80022,11/28/2015,Saturday,Highway,0,0.0,13,Broker,1,4226.71,1,Large,15000.0,blue,15216.48855
7576,34,F,1.0,49,86023,1,1,Own,20102,1/24/2015,Saturday,Highway,0,1.0,10,Broker,0,4447.91,7,Medium,15000.0,red,27602.17852
17903,48,M,1.0,80,82163,1,1,Rent,15046,8/3/2016,Wednesday,Parking Lot,0,0.0,43,Broker,1,0.0,1,Compact,15000.0,other,28247.85832
12254,35,F,1.0,49,58028,0,1,Own,85072,5/20/2016,Friday,Parking Lot,0,0.0,98,Broker,1,0.0,7,Compact,20046.818907397603,blue,17143.65581
7625,31,F,1.0,76,89944,1,0,Own,80025,4/6/2015,Monday,Parking Lot,7,0.0,85,Broker,1,365.54,1,Large,44380.88077488907,white,10070.67327
15831,50,M,1.0,93,42556,1,0,Own,50048,10/20/2015,Tuesday,Local,4,0.0,5,Phone,1,4336.21,1,Large,28001.738884470036,red,22672.04558
315,44,F,0.0,61,107288,0,0,Own,50010,4/11/2016,Monday,Local,0,0.0,93,Broker,1,3056.7,1,Compact,15000.0,black,12138.85393
12718,42,M,0.0,78,70920,1,0,Own,20120,6/8/2016,Wednesday,Local,0,0.0,68,Broker,0,0.0,1,Medium,15000.0,blue,17938.920130000002
5479,24,M,0.0,87,84374,1,1,Own,20107,12/18/2015,Friday,Parking Lot,0,0.0,17,Online,0,0.0,1,Large,55319.88168608988,blue,38220.55938
5484,40,M,1.0,88,33004,1,1,Own,15012,3/28/2015,Saturday,Local,10,0.0,98,Broker,0,4091.19,6,Medium,15000.0,gray,30329.665930000003
2690,66,M,1.0,90,81230,1,1,Own,80031,3/31/2016,Thursday,Highway,0,0.0,97,Broker,1,0.0,1,Large,49887.97300024283,silver,45416.3891
13673,43,F,1.0,85,69712,1,1,Own,15001,4/28/2015,Tuesday,Local,3,0.0,18,Broker,1,4690.95,1,Medium,15000.0,white,32936.68243
11770,43,F,1.0,88,79044,1,0,Own,50025,5/11/2015,Monday,Local,14,0.0,51,Broker,1,0.0,8,Medium,37668.11926383637,silver,10191.02468
